ID	AGE	INCOME	GENDER	MARITAL	NUMKIDS	NUMCARDS	HOWPAID	MORTGAGE	STORECAR	LOANS	VALUE
100628	40	50199	f	married	0	1	monthly	y	2	0	weak profit
100529	37	50075	m	married	0	2	monthly	y	1	0	weak profit
100622	35	49600	m	married	1	2	monthly	y	2	1	strong profit
100605	39	49415	m	married	0	1	monthly	y	1	0	strong profit
100487	36	49409	m	married	1	2	monthly	y	1	1	strong profit
100604	39	49407	m	married	1	2	monthly	y	1	0	weak profit
100378	33	49075	m	married	1	2	monthly	y	1	0	weak profit
100382	33	49008	f	married	1	2	monthly	y	2	0	strong profit
100623	28	48599	m	married	0	1	monthly	y	1	1	weak profit
100388	33	48511	m	married	0	1	monthly	y	1	0	strong profit
100293	30	48336	m	married	1	2	monthly	y	2	0	bad loss
100527	37	48061	f	married	1	2	monthly	y	1	0	strong profit
100732	43	47623	f	married	0	2	monthly	y	2	1	bad loss
100422	34	47623	m	married	0	1	monthly	y	2	1	strong profit
100499	36	47422	f	married	0	2	monthly	y	1	1	bad loss
100798	29	47111	m	married	0	2	monthly	y	2	1	strong profit
100759	44	47035	m	married	0	1	monthly	y	2	0	weak profit
100456	35	47026	m	married	1	2	monthly	y	1	0	strong profit
100596	39	47019	m	married	0	1	monthly	y	1	1	strong profit
100706	42	46965	f	married	1	1	monthly	y	2	1	strong profit
100491	36	46785	f	married	1	1	monthly	y	2	1	weak profit
100458	35	46645	m	married	1	1	monthly	y	2	0	bad loss
100707	42	46119	m	married	1	1	monthly	y	2	0	strong profit
100625	40	45993	f	married	1	2	monthly	y	1	0	bad loss
100470	36	45949	f	married	1	1	monthly	y	2	0	weak profit
100579	39	45904	f	married	1	1	monthly	y	1	0	strong profit
100453	35	45869	f	married	0	2	monthly	y	1	1	strong profit
100516	37	45849	m	married	1	2	monthly	y	2	1	bad loss
100581	39	45841	f	married	1	2	monthly	y	1	0	bad loss
100338	32	45813	f	married	1	1	monthly	y	1	0	bad loss
100561	38	45721	m	married	0	1	monthly	y	1	1	weak profit
100684	32	45712	f	married	1	2	monthly	y	1	0	weak profit
100273	30	45706	f	married	0	2	monthly	y	1	1	strong profit
100472	36	45659	f	married	0	1	monthly	y	2	1	strong profit
100679	42	45584	f	married	1	1	monthly	y	1	0	strong profit
100683	29	45549	m	married	1	1	monthly	y	2	0	strong profit
100600	39	45537	m	married	0	2	monthly	y	1	1	strong profit
100436	35	45518	f	married	1	1	monthly	y	1	1	weak profit
100618	40	45463	m	married	0	2	monthly	y	2	1	strong profit
100763	44	45452	f	married	1	1	monthly	y	1	1	strong profit
100536	37	45450	f	married	0	1	monthly	y	2	0	bad loss
100558	38	45419	f	married	0	2	monthly	y	1	0	bad loss
100733	43	45318	m	married	1	1	monthly	y	1	1	weak profit
100745	44	45313	f	married	0	2	monthly	y	2	1	weak profit
100650	41	45283	f	married	1	1	monthly	y	2	1	weak profit
100588	39	45266	f	married	0	1	monthly	y	1	0	weak profit
100587	39	45246	f	married	0	1	monthly	y	1	1	bad loss
100718	43	45240	m	married	0	2	monthly	y	1	1	bad loss
100330	32	45217	m	married	0	1	monthly	y	1	0	strong profit
100337	32	45209	m	married	1	2	monthly	y	2	0	strong profit
100746	44	45194	m	married	1	2	monthly	y	2	1	bad loss
100531	37	45159	f	married	1	1	monthly	y	1	0	weak profit
100430	35	45066	m	married	0	1	monthly	y	1	1	strong profit
100741	44	45001	f	married	0	1	monthly	y	2	1	weak profit
100285	30	44974	m	married	1	2	monthly	y	2	0	weak profit
100288	30	44956	f	married	0	2	monthly	y	1	1	bad loss
100523	37	44936	f	married	1	1	monthly	y	1	0	weak profit
100691	42	44898	m	married	1	1	monthly	y	2	0	strong profit
100334	32	44895	f	married	1	2	monthly	y	1	1	bad loss
100602	39	44892	m	married	1	2	monthly	y	1	0	strong profit
100764	44	44787	m	married	1	2	monthly	y	2	0	strong profit
100329	32	44781	m	married	1	1	monthly	y	1	0	strong profit
100440	35	44772	m	married	1	1	monthly	y	2	0	bad loss
100677	42	44728	f	married	0	2	monthly	y	1	0	weak profit
100620	40	44705	f	married	1	1	monthly	y	1	0	strong profit
100720	43	44682	f	married	0	1	monthly	y	2	1	strong profit
100676	42	44597	f	married	1	2	monthly	y	1	0	bad loss
100681	33	44582	f	married	0	1	monthly	y	2	1	weak profit
100641	41	44534	m	married	0	2	monthly	y	2	0	strong profit
100320	31	44483	f	married	0	2	monthly	y	1	0	weak profit
100549	38	44460	m	married	0	1	monthly	y	1	1	strong profit
100396	34	44442	m	married	1	1	monthly	y	1	0	weak profit
100521	37	44394	m	married	1	1	monthly	y	2	0	strong profit
100737	44	44306	f	married	0	2	monthly	y	1	1	weak profit
100615	27	44298	f	married	0	2	monthly	y	2	0	strong profit
100784	45	44261	m	married	0	1	monthly	y	1	1	strong profit
100792	32	44230	f	married	1	2	monthly	y	1	0	weak profit
100432	35	44202	f	married	0	2	monthly	y	2	0	strong profit
100445	35	44194	m	married	0	2	monthly	y	2	1	strong profit
100417	34	44159	m	married	1	1	monthly	y	2	0	bad loss
100503	37	44095	f	married	0	1	monthly	y	1	0	strong profit
100790	45	44072	m	married	1	1	monthly	y	1	0	weak profit
100360	33	44052	f	married	0	2	monthly	y	1	0	strong profit
100465	36	44048	m	married	1	1	monthly	y	2	0	strong profit
100635	41	44039	f	married	1	2	monthly	y	2	1	strong profit
100736	44	44005	m	married	1	2	monthly	y	1	1	weak profit
100522	37	43982	m	married	1	2	monthly	y	2	0	strong profit
100696	42	43977	m	married	0	1	monthly	y	2	1	strong profit
100310	31	43972	f	married	0	1	monthly	y	1	1	weak profit
100353	32	43908	f	married	0	1	monthly	y	1	0	bad loss
100424	34	43895	f	married	0	1	monthly	y	1	1	bad loss
100439	35	43890	f	married	0	2	monthly	y	1	1	weak profit
100444	35	43888	m	married	0	1	monthly	y	2	1	bad loss
100749	44	43876	f	married	1	2	monthly	y	2	1	weak profit
100511	37	43835	m	married	0	2	monthly	y	2	1	weak profit
100454	35	43799	m	married	1	1	monthly	y	2	0	strong profit
100303	31	43795	m	married	0	2	monthly	y	1	0	weak profit
100473	36	43750	m	married	1	1	monthly	y	2	1	strong profit
100624	40	43677	f	married	0	1	monthly	y	2	0	weak profit
100721	43	43669	m	married	1	1	monthly	y	1	0	strong profit
100704	42	43651	f	married	1	2	monthly	y	2	1	strong profit
100306	31	43650	m	married	0	1	monthly	y	1	0	strong profit
100645	41	43648	f	married	1	1	monthly	y	2	1	strong profit
100507	37	43633	f	married	1	1	monthly	y	1	0	weak profit
100782	29	43608	m	married	1	1	monthly	y	1	0	weak profit
100598	39	43514	f	married	1	2	monthly	y	1	0	strong profit
100405	34	43482	m	married	1	1	monthly	y	1	1	weak profit
100368	33	43474	m	married	0	1	monthly	y	1	1	strong profit
100519	37	43408	f	married	0	2	monthly	y	2	0	bad loss
100724	43	43348	m	married	1	2	monthly	y	2	1	weak profit
100369	33	43322	f	married	0	2	monthly	y	1	1	weak profit
100739	44	43185	f	married	1	1	monthly	y	2	0	strong profit
100321	31	43185	f	married	0	2	monthly	y	2	0	strong profit
100729	43	43146	f	married	1	1	monthly	y	2	1	weak profit
100633	41	43120	m	married	0	1	monthly	y	2	1	weak profit
100316	31	43043	f	married	1	1	monthly	y	1	1	bad loss
100471	36	42980	f	married	0	1	monthly	y	1	0	strong profit
100552	38	42953	m	married	1	2	monthly	y	1	0	strong profit
100392	34	42928	m	married	1	1	monthly	y	2	1	weak profit
100290	30	42926	m	married	0	1	monthly	y	1	0	strong profit
100699	42	42909	m	married	1	1	monthly	y	1	0	weak profit
100646	41	42904	m	married	1	1	monthly	y	2	0	strong profit
100750	30	42899	m	married	1	1	monthly	y	1	1	bad loss
100612	40	42844	f	married	1	2	monthly	y	1	1	weak profit
100420	34	42828	f	married	1	1	monthly	y	1	0	bad loss
100780	45	42823	f	married	1	1	monthly	y	1	1	weak profit
100518	37	42799	f	married	0	1	monthly	y	1	0	bad loss
100447	35	42719	m	married	0	1	monthly	y	1	1	weak profit
100723	43	42715	m	married	0	1	monthly	y	1	0	weak profit
100582	39	42652	m	married	0	1	monthly	y	1	1	strong profit
100286	30	42647	f	married	0	2	monthly	y	1	0	weak profit
100480	36	42522	m	married	0	2	monthly	y	2	0	strong profit
100634	41	42519	m	married	1	1	monthly	y	1	1	weak profit
100308	31	42471	f	married	1	2	monthly	y	2	1	strong profit
100791	45	42464	m	married	0	2	monthly	y	1	1	strong profit
100658	41	42443	f	married	1	2	monthly	y	2	1	strong profit
100742	44	42440	m	married	1	1	monthly	y	1	0	bad loss
100331	32	42438	m	married	0	1	monthly	y	1	0	strong profit
100686	29	42429	m	married	1	2	monthly	y	2	1	bad loss
100332	32	42389	m	married	0	1	monthly	y	2	0	strong profit
100546	38	42386	m	married	1	1	monthly	y	2	0	strong profit
100482	36	42356	f	married	0	2	monthly	y	1	0	strong profit
100779	45	42334	f	married	0	1	monthly	y	1	0	strong profit
100644	41	42309	m	married	0	1	monthly	y	1	1	weak profit
100680	42	42231	m	married	1	2	monthly	y	2	1	strong profit
100318	31	42210	f	married	0	2	monthly	y	1	1	bad loss
100408	34	42206	m	married	1	1	monthly	y	1	0	strong profit
100362	33	42192	f	married	1	2	monthly	y	1	0	strong profit
100479	36	42175	m	married	0	1	monthly	y	1	1	strong profit
100313	31	42175	m	married	1	1	monthly	y	1	1	strong profit
100289	30	42169	f	married	0	2	monthly	y	2	1	strong profit
100617	40	42143	m	married	0	2	monthly	y	2	0	bad loss
100281	30	42119	m	married	0	1	monthly	y	1	1	strong profit
100550	38	42110	f	married	1	2	monthly	y	1	0	strong profit
100560	38	42096	m	married	1	1	monthly	y	1	0	strong profit
100498	36	42091	f	married	0	1	monthly	y	1	0	strong profit
100747	44	42078	m	married	0	2	monthly	y	2	1	strong profit
100298	30	42053	f	married	0	2	monthly	y	2	1	weak profit
100299	30	41965	f	married	1	1	monthly	y	2	0	bad loss
100636	41	41964	f	married	0	2	monthly	y	1	1	strong profit
100786	45	41898	f	married	0	2	monthly	y	1	1	weak profit
100339	32	41879	m	married	0	1	monthly	y	2	0	strong profit
100659	41	41774	f	married	0	1	monthly	y	1	0	weak profit
100559	38	41769	m	married	0	2	monthly	y	2	1	weak profit
100762	44	41750	f	married	0	1	monthly	y	2	0	strong profit
100669	26	41696	f	married	1	1	monthly	y	2	0	weak profit
100788	45	41676	f	married	1	2	monthly	y	1	0	bad loss
100441	35	41676	f	married	1	2	monthly	y	2	0	strong profit
100372	33	41631	f	married	1	1	monthly	y	1	1	strong profit
100413	34	41629	m	married	1	2	monthly	y	2	1	strong profit
100278	30	41624	m	married	0	2	monthly	y	1	1	strong profit
100406	34	41552	f	married	1	2	monthly	y	1	0	strong profit
100484	36	41530	m	married	1	1	monthly	y	1	0	weak profit
100553	38	41506	f	married	0	1	monthly	y	1	0	weak profit
100359	33	41489	m	married	1	1	monthly	y	2	1	strong profit
100520	37	41432	m	married	1	1	monthly	y	1	1	weak profit
100304	31	41421	f	married	0	2	monthly	y	1	1	bad loss
100719	31	41315	f	married	0	1	monthly	y	1	0	strong profit
100349	32	41300	f	married	0	2	monthly	y	2	0	strong profit
100437	35	41248	m	married	1	2	monthly	y	2	1	bad loss
100616	40	41205	f	married	0	2	monthly	y	1	1	strong profit
100315	31	41169	f	married	1	2	monthly	y	1	1	strong profit
100638	41	41168	m	married	1	2	monthly	y	1	1	bad loss
100744	44	41162	f	married	0	2	monthly	y	1	1	weak profit
100395	34	41159	m	married	0	2	monthly	y	2	0	strong profit
100556	38	41158	f	married	1	2	monthly	y	2	0	weak profit
100457	35	41132	f	married	0	2	monthly	y	2	1	strong profit
100639	41	41095	f	married	0	1	monthly	y	2	0	strong profit
100740	44	41048	m	married	0	1	monthly	y	1	1	strong profit
100434	35	40992	m	married	1	2	monthly	y	2	0	strong profit
100508	37	40991	m	married	1	2	monthly	y	1	0	bad loss
100400	34	40971	f	married	0	1	monthly	y	2	1	strong profit
100577	39	40964	m	married	1	1	monthly	y	2	1	strong profit
100391	34	40949	f	married	0	2	monthly	y	1	1	strong profit
100685	42	40940	f	married	1	2	monthly	y	1	1	bad loss
100364	33	40940	m	married	1	2	monthly	y	1	1	strong profit
100610	40	40912	m	married	0	1	monthly	y	1	0	strong profit
100435	35	40909	f	married	0	1	monthly	y	2	0	strong profit
100800	27	40906	m	married	1	2	monthly	y	1	0	strong profit
100467	36	40866	m	married	1	2	monthly	y	1	1	strong profit
100584	39	40693	m	married	0	2	monthly	y	2	0	bad loss
100333	32	40636	f	married	1	1	monthly	y	2	1	strong profit
100748	44	40626	f	married	1	2	monthly	y	1	1	bad loss
100787	45	40609	m	married	1	1	monthly	y	2	0	strong profit
100341	32	40543	f	married	1	1	monthly	y	1	0	bad loss
100446	35	40507	m	married	1	1	monthly	y	2	1	strong profit
100481	36	40493	m	married	1	1	monthly	y	1	1	weak profit
100801	45	40473	f	married	1	1	monthly	y	1	1	strong profit
100738	44	40425	m	married	0	1	monthly	y	1	1	bad loss
100538	37	40398	m	married	0	2	monthly	y	2	1	strong profit
100743	44	40390	m	married	0	1	monthly	y	1	1	bad loss
100543	38	40328	f	married	0	1	monthly	y	2	1	weak profit
100466	36	40326	f	married	0	2	monthly	y	1	1	strong profit
100648	41	40246	m	married	0	1	monthly	y	2	1	bad loss
100692	42	40182	m	married	1	1	monthly	y	2	1	strong profit
100554	38	40171	f	married	0	2	monthly	y	2	0	strong profit
100655	41	40100	f	married	1	1	monthly	y	2	0	strong profit
100178	38	39925	m	single	0	1	monthly	y	2	0	bad loss
100355	33	39859	f	married	0	2	monthly	y	2	1	strong profit
100301	31	39696	m	married	0	1	monthly	y	1	0	bad loss
100105	33	39676	m	single	0	0	monthly	y	2	0	strong profit
100574	39	39589	f	married	0	1	monthly	y	2	0	weak profit
100778	32	39416	f	married	1	1	monthly	y	2	1	strong profit
100255	28	39379	f	single	0	0	monthly	y	2	0	strong profit
100047	28	39121	f	single	0	0	monthly	y	2	0	strong profit
100146	36	39028	f	single	0	0	monthly	y	2	0	bad loss
100108	33	39024	f	single	0	0	monthly	y	1	0	weak profit
100106	33	38677	m	single	0	0	monthly	y	0	0	strong profit
100327	32	38537	f	married	1	1	monthly	y	1	0	strong profit
100268	45	37895	f	single	0	1	monthly	y	0	0	strong profit
100119	34	37885	m	single	0	1	monthly	y	1	0	bad loss
100501	37	37810	f	married	1	2	monthly	y	1	0	bad loss
100144	36	37613	f	single	0	0	monthly	y	2	0	strong profit
100260	29	37282	m	single	0	0	monthly	y	1	0	strong profit
100077	30	37234	m	single	0	0	monthly	y	0	0	weak profit
100118	34	37062	f	single	0	1	monthly	y	2	0	bad loss
100048	28	36893	m	single	0	1	monthly	y	0	0	bad loss
100224	41	36873	f	single	0	1	monthly	y	0	0	strong profit
100772	27	36852	f	married	0	2	monthly	y	1	0	strong profit
100460	36	36623	f	married	0	2	monthly	y	2	1	weak profit
100153	37	36487	m	single	0	1	monthly	y	1	0	strong profit
100076	30	36356	f	single	0	1	monthly	y	1	0	bad loss
100270	45	36276	f	single	0	1	monthly	y	2	0	strong profit
100709	43	36255	m	married	0	2	monthly	y	2	1	strong profit
100092	32	36167	m	single	0	0	monthly	y	0	0	strong profit
100253	44	36163	f	single	0	1	monthly	y	1	0	bad loss
100221	41	36154	f	single	0	1	monthly	y	2	0	bad loss
100131	35	35875	f	single	0	1	monthly	y	0	0	strong profit
100103	33	35731	f	single	0	1	monthly	y	1	0	weak profit
100036	27	35505	f	single	0	1	monthly	y	2	0	weak profit
100233	42	35407	f	single	0	1	monthly	y	0	0	strong profit
100176	38	35193	f	single	0	0	monthly	y	2	0	strong profit
100129	35	35172	m	single	0	1	monthly	y	0	0	strong profit
100223	41	35117	m	single	0	1	monthly	y	1	0	strong profit
100200	40	34995	f	single	0	0	monthly	y	2	0	bad loss
100209	40	34453	f	single	0	0	monthly	y	2	0	strong profit
100074	30	34328	f	single	0	0	monthly	y	2	0	strong profit
100252	44	34288	m	single	0	1	monthly	y	0	0	strong profit
100462	36	34288	m	married	0	1	monthly	y	2	0	bad loss
100182	39	34252	f	single	0	1	monthly	y	0	0	bad loss
100017	38	34115	m	single	0	1	monthly	y	2	0	weak profit
100018	29	33987	f	single	0	0	monthly	y	2	0	bad loss
100150	37	33953	m	single	0	1	monthly	y	1	0	weak profit
100190	39	33911	m	single	0	0	monthly	y	2	0	bad loss
100194	39	33815	f	single	0	0	monthly	y	2	0	bad loss
100132	35	33808	f	single	0	0	monthly	y	0	0	strong profit
100112	34	33796	f	single	0	0	monthly	y	2	0	bad loss
100242	31	33747	f	single	0	0	monthly	y	1	0	bad loss
100357	33	33683	m	married	1	1	monthly	y	2	1	strong profit
100041	28	33658	m	single	0	0	monthly	y	2	0	strong profit
100148	37	33635	f	single	0	1	monthly	y	0	0	bad loss
100142	36	33509	m	single	0	0	monthly	y	0	0	bad loss
100057	29	33503	f	single	0	1	monthly	y	1	0	bad loss
100777	45	33502	f	married	1	2	monthly	y	2	1	strong profit
100202	28	33489	m	single	0	1	monthly	y	0	0	strong profit
100162	37	33471	f	single	0	1	monthly	y	0	0	strong profit
100187	39	33299	m	single	0	1	monthly	y	1	0	strong profit
100188	39	33229	m	single	0	1	monthly	y	1	0	strong profit
100046	28	33220	m	single	0	0	monthly	y	0	0	strong profit
100065	30	33142	f	single	0	1	monthly	y	1	0	strong profit
100189	39	33011	m	single	0	0	monthly	y	1	0	weak profit
100773	35	32977	m	married	0	2	monthly	y	1	1	strong profit
100089	32	32916	m	single	0	0	monthly	y	1	0	weak profit
100029	26	32851	f	single	0	0	monthly	y	0	0	weak profit
100205	40	32820	f	single	0	0	monthly	y	2	0	weak profit
100003	25	32662	m	single	0	0	monthly	y	2	0	weak profit
100023	26	32644	f	single	0	1	monthly	y	1	0	weak profit
100225	41	32643	f	single	0	0	monthly	y	2	0	bad loss
100014	37	32640	f	single	0	0	monthly	y	2	0	strong profit
100016	36	32620	m	single	0	1	monthly	y	1	0	strong profit
100204	40	32543	f	single	0	0	monthly	y	0	0	bad loss
100059	29	32539	m	single	0	0	monthly	y	2	0	bad loss
100137	36	32512	f	single	0	0	monthly	y	0	0	weak profit
100152	37	32472	f	single	0	0	monthly	y	2	0	strong profit
100008	25	32461	m	single	0	0	monthly	y	2	0	strong profit
100463	36	32033	f	married	1	2	monthly	y	1	1	strong profit
100095	32	31986	f	single	0	0	monthly	y	2	0	strong profit
100258	32	31985	m	single	0	1	monthly	y	0	0	strong profit
100111	34	31928	f	single	0	0	monthly	y	2	0	strong profit
100025	26	31911	m	single	0	0	monthly	y	0	0	bad loss
100673	42	31891	f	married	0	2	monthly	y	1	0	strong profit
100030	26	31891	f	single	0	1	monthly	y	1	0	bad loss
100099	33	31868	m	single	0	0	monthly	y	0	0	strong profit
100078	31	31853	f	single	0	1	monthly	y	0	0	strong profit
100158	37	31818	m	single	0	0	monthly	y	2	0	weak profit
100104	33	31804	f	single	0	0	monthly	y	0	0	strong profit
100154	37	31798	f	single	0	1	monthly	y	2	0	weak profit
100192	39	31771	m	single	0	0	monthly	y	0	0	strong profit
100230	30	31689	m	single	0	0	monthly	y	2	0	strong profit
100244	43	31586	m	single	0	0	monthly	y	0	0	strong profit
100121	34	31567	f	single	0	1	monthly	y	0	0	strong profit
100167	38	31523	f	single	0	0	monthly	y	2	0	strong profit
100358	33	31453	m	married	1	2	monthly	y	1	0	strong profit
100116	34	31391	f	single	0	0	monthly	y	2	0	weak profit
100045	28	31347	f	single	0	1	monthly	y	0	0	strong profit
100093	32	31295	f	single	0	1	monthly	y	2	0	weak profit
100049	28	31292	f	single	0	1	monthly	y	1	0	weak profit
100429	35	31251	f	married	1	2	monthly	y	1	0	weak profit
100207	40	31242	f	single	0	1	monthly	y	0	0	strong profit
100265	45	31237	m	single	0	0	monthly	y	0	0	strong profit
100220	41	31169	m	single	0	0	monthly	y	1	0	bad loss
100179	38	31101	m	single	0	0	monthly	y	1	0	bad loss
100090	32	31096	f	single	0	1	monthly	y	2	0	strong profit
100262	45	31021	m	single	0	0	monthly	y	0	0	strong profit
100067	30	30884	f	single	0	1	monthly	y	2	0	strong profit
100232	42	30807	f	single	0	1	monthly	y	1	0	strong profit
100246	43	30791	f	single	0	1	monthly	y	1	0	strong profit
100022	26	30618	m	single	0	0	monthly	y	1	0	strong profit
100229	42	30580	m	single	0	0	monthly	y	1	0	strong profit
100234	42	30547	m	single	0	1	monthly	y	0	0	strong profit
100609	40	30546	f	married	0	2	monthly	y	2	0	strong profit
100115	34	30436	m	single	0	0	monthly	y	1	0	strong profit
100133	35	30422	f	single	0	1	monthly	y	0	0	strong profit
100632	35	30359	m	married	1	1	monthly	y	1	0	weak profit
100608	40	30273	m	married	0	1	monthly	y	2	0	bad loss
100240	43	30268	m	single	0	0	monthly	y	0	0	strong profit
100124	35	30256	f	single	0	0	monthly	y	0	0	strong profit
100218	41	30060	f	single	0	0	monthly	y	2	0	strong profit
103503	36	29986	m	divsepwid	2	6	weekly	n	5	2	bad loss
103829	42	29963	f	married	3	4	monthly	y	4	2	bad loss
103424	46	29955	f	divsepwid	3	6	weekly	n	5	3	weak profit
103100	42	29943	f	divsepwid	4	6	weekly	n	5	2	weak profit
103733	50	29934	m	divsepwid	4	6	weekly	y	5	3	weak profit
100064	30	29933	m	single	0	1	monthly	y	2	0	strong profit
103229	44	29927	m	divsepwid	2	6	weekly	n	3	2	weak profit
103419	34	29925	m	divsepwid	2	6	weekly	n	4	2	weak profit
103398	46	29920	f	divsepwid	3	5	weekly	n	4	3	weak profit
104079	49	29907	m	married	3	4	weekly	y	5	1	bad loss
103006	41	29907	m	divsepwid	2	6	weekly	y	3	2	bad loss
100004	32	29892	f	single	0	0	monthly	y	0	0	strong profit
103662	49	29881	m	divsepwid	2	5	weekly	y	5	2	bad loss
103853	43	29870	f	married	2	3	monthly	y	4	1	bad loss
102984	34	29869	m	divsepwid	3	5	weekly	n	5	2	weak profit
100143	36	29848	f	single	0	1	monthly	y	0	0	strong profit
103714	50	29843	m	divsepwid	2	6	weekly	n	5	2	weak profit
103968	46	29841	f	married	3	3	monthly	y	4	1	bad loss
100062	30	29839	f	single	0	0	monthly	y	1	0	strong profit
104102	50	29822	f	married	2	3	weekly	y	4	2	bad loss
100607	40	29816	m	married	0	2	monthly	y	1	0	bad loss
103515	31	29814	m	divsepwid	4	6	weekly	n	4	3	strong profit
103494	47	29811	m	divsepwid	4	5	weekly	n	4	3	bad loss
100263	26	29810	m	single	0	1	monthly	y	0	0	bad loss
103937	45	29807	m	married	2	3	weekly	y	4	2	bad loss
103408	28	29795	m	divsepwid	2	5	weekly	n	5	3	strong profit
102991	41	29794	m	divsepwid	3	5	weekly	n	4	2	weak profit
100033	27	29786	m	single	0	0	monthly	y	0	0	strong profit
103735	28	29781	m	divsepwid	2	5	weekly	y	4	2	weak profit
103332	45	29780	m	divsepwid	4	6	weekly	y	3	3	weak profit
103933	45	29779	m	married	2	3	weekly	y	4	2	bad loss
103080	42	29779	f	divsepwid	3	5	weekly	y	3	2	strong profit
103015	41	29775	f	divsepwid	3	5	weekly	y	5	2	weak profit
103513	47	29755	m	divsepwid	4	5	weekly	y	4	2	weak profit
104071	49	29746	f	married	3	4	weekly	y	5	2	bad loss
103715	50	29745	m	divsepwid	3	6	weekly	y	4	3	bad loss
103264	44	29735	m	divsepwid	3	6	weekly	y	5	3	strong profit
103497	47	29706	m	divsepwid	2	5	weekly	y	4	3	bad loss
103769	32	29705	f	married	3	4	weekly	y	5	2	bad loss
103076	42	29687	f	divsepwid	2	5	weekly	n	4	2	bad loss
