FlightID;Carrier;Destination;Distance;Date;FlightNumber;Origin;Weather;DayOfWeek;DayOfMonth;TailNumber
90;RU;EWR;169;1/2/2004;2303;BWI;0;5;2;N12540
91;RU;EWR;169;1/2/2004;2703;BWI;0;5;2;N16961
92;RU;EWR;169;1/2/2004;2403;BWI;0;5;2;N12946
93;CO;EWR;199;1/2/2004;814;DCA;0;5;2;N14342
94;CO;EWR;199;1/2/2004;808;DCA;0;5;2;N14664
95;CO;EWR;199;1/2/2004;806;DCA;0;5;2;N11641
96;DH;EWR;213;1/2/2004;7299;IAD;0;5;2;N679BR
97;DH;EWR;213;1/2/2004;7303;IAD;0;5;2;N686BR
98;DH;EWR;213;1/2/2004;7307;IAD;0;5;2;N309UE
99;DH;EWR;213;1/2/2004;7371;IAD;0;5;2;N312UE
100;RU;EWR;199;1/2/2004;2181;DCA;0;5;2;N14977
101;RU;EWR;213;1/2/2004;2855;IAD;0;5;2;N13990
102;RU;EWR;199;1/2/2004;2582;DCA;0;5;2;N14907
103;RU;EWR;199;1/2/2004;2761;DCA;0;5;2;N13997
104;RU;EWR;213;1/2/2004;2497;IAD;0;5;2;N12528
105;RU;EWR;213;1/2/2004;2385;IAD;0;5;2;N11107
106;RU;EWR;213;1/2/2004;2692;IAD;0;5;2;N14505
107;RU;EWR;213;1/2/2004;3276;IAD;0;5;2;N16151
108;RU;EWR;199;1/2/2004;2336;DCA;0;5;2;N15985
109;RU;EWR;199;1/2/2004;2879;DCA;0;5;2;N17108
110;RU;EWR;199;1/2/2004;2216;DCA;0;5;2;N13118
111;RU;EWR;213;1/2/2004;2156;IAD;0;5;2;N11107
112;RU;EWR;199;1/2/2004;2261;DCA;0;5;2;N15574
113;DH;LGA;229;1/3/2004;7208;IAD;0;6;3;N688BR
114;DH;LGA;229;1/3/2004;7215;IAD;0;6;3;N639BR
115;DH;LGA;229;1/3/2004;7790;IAD;0;6;3;N696BR
116;DH;LGA;229;1/3/2004;7792;IAD;0;6;3;N696BR
117;DH;JFK;228;1/3/2004;7800;IAD;0;6;3;N709BR
118;DH;JFK;228;1/3/2004;7806;IAD;0;6;3;N327UE
119;DH;JFK;228;1/3/2004;7808;IAD;0;6;3;N309UE
120;DH;JFK;228;1/3/2004;7810;IAD;0;6;3;N311UE
121;DH;JFK;228;1/3/2004;7812;IAD;0;6;3;N327UE
122;DH;JFK;228;1/3/2004;7814;IAD;0;6;3;N655BR
123;DH;JFK;228;1/3/2004;7816;IAD;0;6;3;N329UE
124;DH;LGA;229;1/3/2004;7924;IAD;0;6;3;N688BR
125;DL;JFK;213;1/3/2004;746;DCA;0;6;3;N997DL
126;DL;LGA;214;1/3/2004;1744;DCA;0;6;3;N225DL
127;DL;LGA;214;1/3/2004;1748;DCA;0;6;3;N242DL
128;DL;LGA;214;1/3/2004;1752;DCA;0;6;3;N225DL
129;DL;LGA;214;1/3/2004;1756;DCA;0;6;3;N242DL
130;DL;LGA;214;1/3/2004;1760;DCA;0;6;3;N225DL
131;DL;LGA;214;1/3/2004;1764;DCA;0;6;3;N242DL
132;DL;LGA;214;1/3/2004;1768;DCA;0;6;3;N225DL
133;MQ;JFK;213;1/3/2004;4752;DCA;0;6;3;N734MQ
134;MQ;JFK;213;1/3/2004;4760;DCA;0;6;3;N712MQ
135;MQ;JFK;213;1/3/2004;4784;DCA;0;6;3;N709MQ
136;MQ;LGA;214;1/3/2004;4956;DCA;0;6;3;N739MQ
137;MQ;LGA;214;1/3/2004;4964;DCA;0;6;3;N739MQ
138;UA;LGA;229;1/3/2004;846;IAD;0;6;3;N567UA
139;US;LGA;214;1/3/2004;2160;DCA;0;6;3;N760UW
140;US;LGA;214;1/3/2004;2164;DCA;0;6;3;N710UW
141;US;LGA;214;1/3/2004;2168;DCA;0;6;3;N760UW
142;US;LGA;214;1/3/2004;2172;DCA;0;6;3;N710UW
143;US;LGA;214;1/3/2004;2176;DCA;0;6;3;N760UW
144;US;LGA;214;1/3/2004;2180;DCA;0;6;3;N710UW
145;US;LGA;214;1/3/2004;2184;DCA;0;6;3;N760UW
146;RU;EWR;169;1/3/2004;2675;BWI;0;6;3;N15574
147;RU;EWR;169;1/3/2004;2703;BWI;0;6;3;N11536
148;RU;EWR;169;1/3/2004;2303;BWI;0;6;3;N14907
149;RU;EWR;169;1/3/2004;2267;BWI;0;6;3;N14974
150;CO;EWR;199;1/3/2004;808;DCA;0;6;3;N11612
151;DH;EWR;213;1/3/2004;7299;IAD;0;6;3;N693BR
152;DH;EWR;213;1/3/2004;7302;IAD;0;6;3;N693BR
153;DH;EWR;213;1/3/2004;7303;IAD;0;6;3;N672BR
154;DH;EWR;213;1/3/2004;7304;IAD;0;6;3;N643BR
155;DH;EWR;213;1/3/2004;7371;IAD;0;6;3;N333UE
156;RU;EWR;213;1/3/2004;2497;IAD;0;6;3;N17146
157;RU;EWR;199;1/3/2004;2216;DCA;0;6;3;N17513
158;RU;EWR;213;1/3/2004;2855;IAD;0;6;3;N14925
159;RU;EWR;199;1/3/2004;2582;DCA;0;6;3;N14977
160;RU;EWR;199;1/3/2004;2097;DCA;0;6;3;N14998
161;RU;EWR;199;1/3/2004;2181;DCA;0;6;3;N13955
162;RU;EWR;213;1/3/2004;2156;IAD;0;6;3;N12136
163;RU;EWR;199;1/3/2004;2761;DCA;0;6;3;N14907
164;OH;JFK;184;1/4/2004;5935;BWI;0;7;4;N973CA
165;DH;JFK;213;1/4/2004;6155;DCA;0;7;4;N424FJ
166;DH;LGA;229;1/4/2004;7208;IAD;0;7;4;N632BR
167;DH;LGA;229;1/4/2004;7211;IAD;0;7;4;N654BR
168;DH;LGA;229;1/4/2004;7215;IAD;0;7;4;N634BR
169;DH;LGA;229;1/4/2004;7790;IAD;0;7;4;N654BR
170;DH;LGA;229;1/4/2004;7792;IAD;0;7;4;N654BR
171;DH;JFK;228;1/4/2004;7800;IAD;0;7;4;N673BR
172;DH;JFK;228;1/4/2004;7806;IAD;0;7;4;N330UE
173;DH;JFK;228;1/4/2004;7808;IAD;0;7;4;N314UE
174;DH;JFK;228;1/4/2004;7810;IAD;0;7;4;N313UE
175;DH;JFK;228;1/4/2004;7812;IAD;0;7;4;N312UE
176;DH;JFK;228;1/4/2004;7814;IAD;0;7;4;N626BR
177;DH;JFK;228;1/4/2004;7816;IAD;0;7;4;N327UE
178;DH;LGA;229;1/4/2004;7924;IAD;0;7;4;N674BR
179;DL;JFK;213;1/4/2004;746;DCA;0;7;4;N912DL
180;DL;LGA;214;1/4/2004;1744;DCA;0;7;4;N242DL
181;DL;LGA;214;1/4/2004;1748;DCA;0;7;4;N221DL
182;DL;LGA;214;1/4/2004;1752;DCA;0;7;4;N242DL
183;DL;LGA;214;1/4/2004;1756;DCA;0;7;4;N221DL
184;DL;LGA;214;1/4/2004;1760;DCA;0;7;4;N242DL
185;DL;LGA;214;1/4/2004;1764;DCA;0;7;4;N221DL
186;DL;LGA;214;1/4/2004;1768;DCA;0;7;4;N242DL
187;MQ;JFK;213;1/4/2004;4752;DCA;0;7;4;N712MQ
188;MQ;JFK;213;1/4/2004;4760;DCA;0;7;4;N737MQ
189;MQ;JFK;213;1/4/2004;4771;DCA;0;7;4;N719MQ
190;MQ;JFK;213;1/4/2004;4784;DCA;0;7;4;N727MQ
191;MQ;LGA;214;1/4/2004;4964;DCA;0;7;4;N737MQ
192;MQ;LGA;214;1/4/2004;4968;DCA;0;7;4;N727MQ
193;MQ;LGA;214;1/4/2004;4972;DCA;0;7;4;N708MQ
194;MQ;LGA;214;1/4/2004;4976;DCA;0;7;4;N719MQ
195;UA;LGA;229;1/4/2004;846;IAD;0;7;4;N559UA
196;US;LGA;214;1/4/2004;2164;DCA;0;7;4;N730UW
197;US;LGA;214;1/4/2004;2166;DCA;0;7;4;N765UW
198;US;LGA;214;1/4/2004;2168;DCA;0;7;4;N746UW
199;US;LGA;214;1/4/2004;2170;DCA;0;7;4;N711UW
200;US;LGA;214;1/4/2004;2172;DCA;0;7;4;N730UW
201;US;LGA;214;1/4/2004;2174;DCA;0;7;4;N765UW
202;US;LGA;214;1/4/2004;2176;DCA;0;7;4;N746UW
203;US;LGA;214;1/4/2004;2178;DCA;0;7;4;N711UW
204;US;LGA;214;1/4/2004;2180;DCA;0;7;4;N730UW
205;US;LGA;214;1/4/2004;2182;DCA;0;7;4;N765UW
206;US;LGA;214;1/4/2004;2184;DCA;0;7;4;N746UW
207;US;LGA;214;1/4/2004;2186;DCA;0;7;4;N711UW
208;US;LGA;214;1/4/2004;2188;DCA;0;7;4;N730UW
209;RU;EWR;169;1/4/2004;2403;BWI;0;7;4;N14943
210;RU;EWR;169;1/4/2004;2703;BWI;0;7;4;N13949
211;RU;EWR;169;1/4/2004;2603;BWI;0;7;4;N14933
212;RU;EWR;169;1/4/2004;2303;BWI;0;7;4;N19966
213;CO;EWR;199;1/4/2004;808;DCA;0;7;4;N59630
214;CO;EWR;199;1/4/2004;810;DCA;0;7;4;N16649
215;DH;EWR;213;1/4/2004;7299;IAD;0;7;4;N640BR
216;DH;EWR;213;1/4/2004;7302;IAD;0;7;4;N697BR
217;DH;EWR;213;1/4/2004;7303;IAD;0;7;4;N638BR
218;DH;EWR;213;1/4/2004;7304;IAD;0;7;4;N697BR
219;DH;EWR;213;1/4/2004;7307;IAD;0;7;4;N328UE
220;RU;EWR;199;1/4/2004;2097;DCA;0;7;4;N12136
221;RU;EWR;199;1/4/2004;2582;DCA;0;7;4;N13992
222;RU;EWR;213;1/4/2004;3276;IAD;0;7;4;N15985
223;RU;EWR;213;1/4/2004;2385;IAD;0;7;4;N24128
224;RU;EWR;199;1/4/2004;2216;DCA;0;7;4;N16987
225;RU;EWR;199;1/4/2004;2336;DCA;0;7;4;N12569
226;RU;EWR;213;1/4/2004;2156;IAD;0;7;4;N18101
227;OH;JFK;184;1/5/2004;5935;BWI;0;1;5;N814CA
228;DH;JFK;213;1/5/2004;6155;DCA;0;1;5;N424FJ
229;DH;LGA;229;1/5/2004;7208;IAD;0;1;5;N674BR
230;DH;LGA;229;1/5/2004;7211;IAD;0;1;5;N643BR
231;DH;LGA;229;1/5/2004;7215;IAD;0;1;5;N649BR
232;DH;LGA;229;1/5/2004;7790;IAD;0;1;5;N643BR
233;DH;LGA;229;1/5/2004;7792;IAD;0;1;5;N643BR
234;DH;JFK;228;1/5/2004;7800;IAD;0;1;5;N651BR
235;DH;JFK;228;1/5/2004;7806;IAD;0;1;5;N305UE
236;DH;JFK;228;1/5/2004;7810;IAD;0;1;5;N331UE
237;DH;JFK;228;1/5/2004;7812;IAD;0;1;5;N332UE
238;DH;JFK;228;1/5/2004;7814;IAD;0;1;5;N683BR
239;DH;JFK;228;1/5/2004;7816;IAD;0;1;5;N303UE
240;DH;LGA;229;1/5/2004;7924;IAD;0;1;5;N699BR
241;DL;JFK;213;1/5/2004;746;DCA;0;1;5;N994DL
242;DL;LGA;214;1/5/2004;1740;DCA;0;1;5;N221DL
243;DL;LGA;214;1/5/2004;1742;DCA;0;1;5;N241DL
244;DL;LGA;214;1/5/2004;1744;DCA;0;1;5;N242DL
245;DL;LGA;214;1/5/2004;1746;DCA;0;1;5;N225DL
246;DL;LGA;214;1/5/2004;1748;DCA;0;1;5;N223DZ
247;DL;LGA;214;1/5/2004;1750;DCA;0;1;5;N241DL
248;DL;LGA;214;1/5/2004;1752;DCA;0;1;5;N242DL
249;DL;LGA;214;1/5/2004;1754;DCA;0;1;5;N225DL
250;DL;LGA;214;1/5/2004;1756;DCA;0;1;5;N223DZ
251;DL;LGA;214;1/5/2004;1760;DCA;0;1;5;N242DL
252;DL;LGA;214;1/5/2004;1762;DCA;0;1;5;N225DL
253;DL;LGA;214;1/5/2004;1764;DCA;0;1;5;N223DZ
254;DL;LGA;214;1/5/2004;1766;DCA;0;1;5;N241DL
255;DL;LGA;214;1/5/2004;1768;DCA;0;1;5;N242DL
256;MQ;JFK;213;1/5/2004;4752;DCA;0;1;5;N704MQ
257;MQ;JFK;213;1/5/2004;4760;DCA;0;1;5;N707MQ
258;MQ;LGA;214;1/5/2004;4952;DCA;0;1;5;N712MQ
259;MQ;LGA;214;1/5/2004;4954;DCA;0;1;5;N724MQ
260;MQ;LGA;214;1/5/2004;4956;DCA;0;1;5;N719MQ
261;MQ;LGA;214;1/5/2004;4960;DCA;0;1;5;N706MQ
262;MQ;LGA;214;1/5/2004;4964;DCA;0;1;5;N716MQ
263;MQ;LGA;214;1/5/2004;4970;DCA;0;1;5;N700MQ
264;MQ;LGA;214;1/5/2004;4972;DCA;0;1;5;N724MQ
265;MQ;LGA;214;1/5/2004;4976;DCA;0;1;5;N846MQ
266;UA;LGA;229;1/5/2004;846;IAD;0;1;5;N516UA
267;US;LGA;214;1/5/2004;1479;DCA;0;1;5;N765UW
268;US;LGA;214;1/5/2004;2160;DCA;0;1;5;N762UW
269;US;LGA;214;1/5/2004;2162;DCA;0;1;5;N750UW
270;US;LGA;214;1/5/2004;2164;DCA;0;1;5;N733UW
271;US;LGA;214;1/5/2004;2166;DCA;0;1;5;N767UW
272;US;LGA;214;1/5/2004;2168;DCA;0;1;5;N762UW
273;US;LGA;214;1/5/2004;2170;DCA;0;1;5;N750UW
274;US;LGA;214;1/5/2004;2172;DCA;0;1;5;N733UW
275;US;LGA;214;1/5/2004;2174;DCA;0;1;5;N767UW
276;US;LGA;214;1/5/2004;2176;DCA;0;1;5;N762UW
277;US;LGA;214;1/5/2004;2178;DCA;0;1;5;N750UW
278;US;LGA;214;1/5/2004;2180;DCA;0;1;5;N733UW
279;US;LGA;214;1/5/2004;2182;DCA;0;1;5;N767UW
280;US;LGA;214;1/5/2004;2184;DCA;0;1;5;N762UW
281;US;LGA;214;1/5/2004;2186;DCA;0;1;5;N750UW
282;US;LGA;214;1/5/2004;2188;DCA;0;1;5;N733UW
283;RU;EWR;169;1/5/2004;2703;BWI;0;1;5;N14923
284;RU;EWR;169;1/5/2004;2403;BWI;0;1;5;N12946
285;RU;EWR;169;1/5/2004;2303;BWI;0;1;5;N16951
286;CO;EWR;199;1/5/2004;808;DCA;0;1;5;N14628
287;CO;EWR;199;1/5/2004;806;DCA;0;1;5;N14654
288;CO;EWR;199;1/5/2004;814;DCA;0;1;5;N14341
289;DH;EWR;213;1/5/2004;7299;IAD;0;1;5;N622BR
290;DH;EWR;213;1/5/2004;7302;IAD;0;1;5;N697BR
291;DH;EWR;213;1/5/2004;7303;IAD;0;1;5;N664BR
292;DH;EWR;213;1/5/2004;7304;IAD;0;1;5;N667BR
293;DH;EWR;213;1/5/2004;7307;IAD;0;1;5;N320UE
294;DH;EWR;213;1/5/2004;7371;IAD;0;1;5;N330UE
295;RU;EWR;199;1/5/2004;2761;DCA;0;1;5;N18556
296;RU;EWR;199;1/5/2004;2582;DCA;0;1;5;N14952
297;RU;EWR;213;1/5/2004;2692;IAD;0;1;5;N16511
298;RU;EWR;199;1/5/2004;2879;DCA;0;1;5;N12126
299;RU;EWR;213;1/5/2004;2855;IAD;0;1;5;N14570
300;RU;EWR;199;1/5/2004;2216;DCA;0;1;5;N13979
301;RU;EWR;199;1/5/2004;2336;DCA;0;1;5;N14940
302;RU;EWR;213;1/5/2004;2156;IAD;0;1;5;N27152
303;RU;EWR;213;1/5/2004;3276;IAD;0;1;5;N14991
304;RU;EWR;199;1/5/2004;2261;DCA;0;1;5;N15948
305;OH;JFK;184;1/6/2004;5935;BWI;0;2;6;N805CA
306;DH;LGA;229;1/6/2004;7208;IAD;0;2;6;N307UE
307;DH;LGA;229;1/6/2004;7211;IAD;0;2;6;N676BR
308;DH;LGA;229;1/6/2004;7215;IAD;0;2;6;N662BR
309;DH;LGA;229;1/6/2004;7790;IAD;0;2;6;N676BR
310;DH;LGA;229;1/6/2004;7792;IAD;0;2;6;N676BR
311;DH;JFK;228;1/6/2004;7800;IAD;0;2;6;N674BR
312;DH;JFK;228;1/6/2004;7806;IAD;0;2;6;N316UE
313;DH;JFK;228;1/6/2004;7808;IAD;0;2;6;N315UE
314;DH;JFK;228;1/6/2004;7810;IAD;0;2;6;N308UE
315;DH;JFK;228;1/6/2004;7812;IAD;0;2;6;N333UE
316;DH;JFK;228;1/6/2004;7814;IAD;0;2;6;N694BR
317;DH;JFK;228;1/6/2004;7816;IAD;0;2;6;N332UE
318;DH;LGA;229;1/6/2004;7924;IAD;0;2;6;N674BR
319;DL;JFK;213;1/6/2004;746;DCA;0;2;6;N949DL
320;DL;LGA;214;1/6/2004;1740;DCA;0;2;6;N223DZ
321;DL;LGA;214;1/6/2004;1742;DCA;0;2;6;N225DL
322;DL;LGA;214;1/6/2004;1744;DCA;0;2;6;N242DL
323;DL;LGA;214;1/6/2004;1746;DCA;0;2;6;N241DL
324;DL;LGA;214;1/6/2004;1748;DCA;0;2;6;N223DZ
325;DL;LGA;214;1/6/2004;1750;DCA;0;2;6;N225DL
326;DL;LGA;214;1/6/2004;1752;DCA;0;2;6;N242DL
327;DL;LGA;214;1/6/2004;1754;DCA;0;2;6;N241DL
328;DL;LGA;214;1/6/2004;1756;DCA;0;2;6;N223DZ
329;DL;LGA;214;1/6/2004;1758;DCA;0;2;6;N225DL
330;DL;LGA;214;1/6/2004;1760;DCA;0;2;6;N242DL
331;DL;LGA;214;1/6/2004;1762;DCA;0;2;6;N241DL
332;DL;LGA;214;1/6/2004;1764;DCA;0;2;6;N223DZ
333;DL;LGA;214;1/6/2004;1766;DCA;0;2;6;N225DL
334;DL;LGA;214;1/6/2004;1768;DCA;0;2;6;N242DL
335;MQ;JFK;213;1/6/2004;4752;DCA;0;2;6;N838MQ
336;MQ;JFK;213;1/6/2004;4760;DCA;0;2;6;N739MQ
337;MQ;JFK;213;1/6/2004;4784;DCA;0;2;6;N704MQ
338;MQ;LGA;214;1/6/2004;4952;DCA;0;2;6;N707MQ
339;MQ;LGA;214;1/6/2004;4954;DCA;0;2;6;N614MQ
340;MQ;LGA;214;1/6/2004;4956;DCA;0;2;6;N724MQ
341;MQ;LGA;214;1/6/2004;4960;DCA;0;2;6;N707MQ
342;MQ;LGA;214;1/6/2004;4964;DCA;0;2;6;N614MQ
343;MQ;LGA;214;1/6/2004;4966;DCA;0;2;6;N846MQ
344;MQ;LGA;214;1/6/2004;4968;DCA;0;2;6;N704MQ
345;MQ;LGA;214;1/6/2004;4970;DCA;0;2;6;N710MQ
346;MQ;LGA;214;1/6/2004;4972;DCA;0;2;6;N734MQ
347;MQ;LGA;214;1/6/2004;4976;DCA;0;2;6;N715MQ
348;UA;LGA;229;1/6/2004;846;IAD;0;2;6;N501UA
349;US;LGA;214;1/6/2004;1479;DCA;0;2;6;N764UW
350;US;LGA;214;1/6/2004;2160;DCA;0;2;6;N721UW
351;US;LGA;214;1/6/2004;2162;DCA;0;2;6;N719UW
352;US;LGA;214;1/6/2004;2164;DCA;0;2;6;N733UW
353;US;LGA;214;1/6/2004;2166;DCA;0;2;6;N754UW
354;US;LGA;214;1/6/2004;2168;DCA;0;2;6;N721UW
355;US;LGA;214;1/6/2004;2170;DCA;0;2;6;N719UW
356;US;LGA;214;1/6/2004;2172;DCA;0;2;6;N733UW
357;US;LGA;214;1/6/2004;2174;DCA;0;2;6;N754UW
358;US;LGA;214;1/6/2004;2176;DCA;0;2;6;N721UW
359;US;LGA;214;1/6/2004;2178;DCA;0;2;6;N719UW
360;US;LGA;214;1/6/2004;2180;DCA;0;2;6;N733UW
361;US;LGA;214;1/6/2004;2182;DCA;0;2;6;N754UW
362;US;LGA;214;1/6/2004;2184;DCA;0;2;6;N721UW
363;US;LGA;214;1/6/2004;2186;DCA;0;2;6;N719UW
364;US;LGA;214;1/6/2004;2188;DCA;0;2;6;N733UW
365;RU;EWR;169;1/6/2004;2403;BWI;0;2;6;N29917
366;RU;EWR;169;1/6/2004;3372;BWI;0;2;6;N27962
367;RU;EWR;169;1/6/2004;2703;BWI;0;2;6;N13958
368;RU;EWR;169;1/6/2004;2303;BWI;0;2;6;N12924
369;CO;EWR;199;1/6/2004;814;DCA;0;2;6;N24224
370;CO;EWR;199;1/6/2004;808;DCA;0;2;6;N38257
371;CO;EWR;199;1/6/2004;816;DCA;0;2;6;N59630
372;CO;EWR;199;1/6/2004;806;DCA;0;2;6;N16648
373;DH;EWR;213;1/6/2004;7299;IAD;0;2;6;N307UE
374;DH;EWR;213;1/6/2004;7302;IAD;0;2;6;N674BR
375;DH;EWR;213;1/6/2004;7303;IAD;0;2;6;N645BR
376;DH;EWR;213;1/6/2004;7304;IAD;0;2;6;N652BR
377;DH;EWR;213;1/6/2004;7307;IAD;0;2;6;N324UE
378;DH;EWR;213;1/6/2004;7371;IAD;0;2;6;N329UE
379;RU;EWR;199;1/6/2004;2879;DCA;0;2;6;N14573
380;RU;EWR;199;1/6/2004;2582;DCA;0;2;6;N14947
381;RU;EWR;213;1/6/2004;2385;IAD;0;2;6;N16147
382;RU;EWR;213;1/6/2004;2156;IAD;0;2;6;N11137
383;RU;EWR;213;1/6/2004;2855;IAD;0;2;6;N17115
384;RU;EWR;199;1/6/2004;2261;DCA;0;2;6;N13958
385;RU;EWR;213;1/6/2004;2367;IAD;0;2;6;N16911
